// Cash Shop Database
// Contains the items sold in the ingame cash shop.
//
// Structure of Database:
// Type,ItemID,Price
//
// Type:
//    0: New
//    1: Hot
//    2: Limited
//    3: Rental
//    4: Gear
//    5: Buff
//    6: Heal
//    7: Other
//    8: Sale
//
// Price:
//    Item cost, in cash points (#CASHPOINTS).
//============================
//----------CashShop----------
//============================

//============================
//----------New----------
//============================
//0,32404,10000 //rouge,hun
//0,32403,10000 //rounge
//0,32402,10000 //ass
//0,32401,10000 //blacksmith
//0,32400,10000 //knight
//0,32399,10000 //knight
//0,32394,10000 //dance
//0,32393,10000 //dance
//0,32391,10000 //knight
//0,32389,10000 //wizard
//0,32388,10000 //crusender
//0,32387,10000 //pirest
//0,32386,10000 //ass
//0,32385,10000 //ass
//0,32384,10000 //bard
//0,32383,10000 //ninja
//0,32382,10000 //gun
//0,32381,10000 //champ
//0,32379,10000 //rouge
//0,32378,10000 //hunter
//0,32376,10000 //sage
//0,32377,10000 //sage
//0,32372,10000 //alchemist
//0,32380,10000 //novice
//0,32392,10000 //novice
//2,32398,450 //ocpremix-ii
//2,32397,450 //ocpxvi
//2,32396,450 //ocp3
//2,32395,6000 //systemvip
//2,32371,450//OCP2
//2,32370,9999//4TH
//2,32369,990 //ocp1
//0,6635,10 //blacksmith blessing
//0,678,100//poision
//0,24339,5000//cos
//0,24340,5000//cos
//0,24341,5000//cos
//0,24342,5000//cos
//0,5286,3000//pecopeco
//0,2899,3000//soundamp
//0,5388,3000//snake
//0,5208,3000//ridewood
//0,22444,1500 //JRO
//0,20763,3900 // bag
//0,32695,450 //oldhat
//0,7539,10 // Coincash
1,23846,1000
1,23847,1000
1,23848,1000
1,23849,1000
1,23850,1000
1,23851,1000
1,23852,1000
1,23853,1000
1,23854,1000
1,23855,1000
1,23856,1000
1,23857,1000
1,23858,1000
1,23859,1000
1,23860,1000
1,23861,1000
1,23862,1000
1,23863,1000
1,23864,1000
//1,23865,1000 notuse
1,23866,1000
1,23867,1000
1,23868,1000
1,23869,1000
1,23870,1000
1,23871,1000
1,23872,1000
1,23873,1000
1,23874,1000
1,23875,1000
1,23876,1000
1,23877,1000
1,23879,1000
1,23880,1000
1,23881,1000
1,23882,1000
1,23883,1000
1,23884,1000
1,23885,1000
1,23886,1000
1,23887,1000
1,23888,1000
1,23889,1000
1,23890,1000
1,23891,1000
1,23892,1000
1,23893,1000
1,23894,1000
//syn
1,23665,990000
1,23666,990000
1,23667,990000
1,23668,990000
1,23669,990000
1,23545,990000
1,23324,990000
1,23308,990000
1,23311,990000
1,23289,990000
1,23290,990000
1,23291,990000
1,23281,990000
1,23250,990000
1,23249,990000
1,23248,990000
1,23247,990000
1,23236,990000
1,23237,990000
1,23238,990000
1,23239,990000
1,23240,990000
1,23241,990000
1,23229,990000
1,22529,990000
1,23100,990000
1,23170,990000
1,23175,990000
1,23151,990000
1,23152,990000
1,23153,990000
1,23154,990000
//upgrade
1,100023,990000
1,100025,990000
1,100003,990000
1,100004,990000
1,9550,990000
1,9551,990000
1,23815,990000
1,23776,990000
1,23777,990000
1,23778,990000
1,23779,990000
1,23780,990000
1,23781,990000
1,23706,990000
1,23707,990000
1,23678,990000
1,23677,990000
1,23676,990000
1,23679,990000
1,23675,990000
1,23546,990000
1,23547,990000
1,23436,990000
1,23926,990000
1,23311,990000
1,23289,990000
1,23290,990000
1,23291,990000
1,23100,990000
1,23229,990000
1,23175,990000
1,23720,990000
1,100043,990000
1,100044,990000
1,100436,990000
1,9523,990000



//============================
//----------LIMITED----------
//============================
//2,5286,6000//pecopeco
//2,2899,30000//soundamp
//2,5388,6000//snake
//2,5208,15000//ridewood
//2,32398,450 //ocpremix-ii
//2,32397,450 //ocpxvi
//2,32396,450 //ocp3
//2,32395,6000 //systemvip
//2,32371,450//OCP2
//2,32697,450
//2,32698,450
//2,32705,450
//2,32704,450
//2,32703,450
//2,32702,450
//2,32701,450
//2,32700,450
//2,32699,450
//2,32370,2999//4TH
//2,32369,450 //ocp1
2,40022,340
//2,40045,4490
2,40023,940
2,40024,940
2,40025,940
2,40026,940
2,40027,940
2,40028,940
2,40029,940
2,40030,940
2,40031,940
2,40032,940
2,40033,940
2,40034,940
2,40035,940
2,40036,940
2,40037,940
2,40038,940
2,40039,940
2,40040,940
2,40041,940
2,40042,940
2,40043,940
2,40044,940
//2,16995,250 //oldhat
//2,14802,450 //beginner scroll
2,25409,1500
2,25410,1500
2,25411,1500
2,25412,1500
2,25413,1500
2,25414,1500
2,25415,1500
2,25416,1500
2,25417,1500
2,25418,1500
2,25419,1500
2,25420,1500
//2,25421,1500
//2,25422,1500
//2,25423,1500
//2,25424,1500
//2,25425,1500
//2,25426,1500
//2,25427,1500
//2,25428,1500
//2,25429,1500
//2,25430,1500
//2,25431,1500
//2,25432,1500
//2,25433,1500
//2,25434,1500
//2,25435,1500
//2,25436,1500
//2,25437,1500
//2,25438,1500
//2,25439,1500
//2,25440,1500
//2,25441,1500
//2,25442,1500
//2,25443,1500
//2,25444,1500
2,25445,1500
2,25446,1500
2,25447,1500
2,25448,1500
2,25449,1500
2,25450,1500
2,25451,1500
2,25452,1500
2,25453,1500
2,25454,1500
2,25455,1500
2,25456,1500
2,25490,1500
2,25491,1500
2,25492,1500
2,25493,1500
2,25494,1500
2,25495,1500
2,25496,1500
2,25497,1500
2,25498,1500
2,25499,1500
2,25500,1500
2,25501,1500
2,25706,1500
2,25707,1500
2,25708,1500
2,25709,1500
2,25710,1500
2,25711,1500
2,25712,1500
2,25713,1500
2,25714,1500
2,25715,1500
2,25716,1500
2,25717,1500
2,25842,1500
2,25843,1500
2,25844,1500
2,25845,1500
2,25846,1500
2,25847,1500
2,25848,1500
2,25849,1500
2,25850,1500
2,25851,1500
2,25852,1500
2,25853,1500
2,25854,1500
2,25855,1500
2,25856,1500
2,25857,1500
2,25858,1500
2,25859,1500
2,25860,1500
2,25861,1500
2,25862,1500
//2,32404,3000 //rouge,hun
//2,32403,3000 //rounge
//2,32402,3000 //ass
//2,32401,3000 //blacksmith
//2,32400,3000 //knight
//2,32399,3000 //knight
//2,32394,3000 //dance
//2,32393,3000 //dance
//2,32391,3000 //knight
//2,32389,3000 //wizard
//2,32388,3000 //crusender
//2,32387,3000 //pirest
//2,32386,3000 //ass
//2,32385,3000 //ass
//2,32384,3000 //bard
//2,32383,3000 //ninja
//2,32382,3000 //gun
//2,32381,3000 //champ
//2,32379,3000 //rouge
//2,32378,3000 //hunter
//2,32376,3000 //sage
//2,32377,3000 //sage
//2,32372,3000 //alchemist
//2,32380,3000 //novice
//2,32392,3000 //novice
//============================
//----------Rental----------
//============================
3,32370,4000
3,17920,990
3,17921,990
3,17162,890
3,16683,1900
3,12935,790
3,12936,690
3,12937,590
3,12938,790
3,12939,590//
3,12940,390
3,12942,390
3,12943,490
3,12944,890
3,12945,290
3,12946,290//
3,12953,490
3,12954,290
3,12955,390
3,12956,290
3,12957,390
3,12958,390
3,12959,390
3,12960,490
3,12961,590
3,12962,590
3,12963,590
3,12964,590//
3,14242,990
3,14243,990
3,14244,990
3,14245,990
3,14246,990
3,14247,990
3,14248,990
3,14249,990
3,14250,990
3,14251,990
3,14252,990
3,14253,990
3,14254,990
3,14255,990
3,14256,990
3,14257,990
3,14258,990
3,14259,990
3,14260,990
3,14261,990

//============================
//----------Gear----------4
//============================
4,21000,990
4,18112,990
4,16019,990
4,13115,990
4,13316,990
4,13071,990
4,2015,990
4,1585,990
4,1491,990
4,1394,990
4,1292,990 //weapon gold
4,2828,690
4,2563,690
4,2562,590
4,2561,490
4,2461,690
4,2460,590
4,2459,490
4,2151,690
4,2150,590
4,2149,490
4,15015,490
4,15016,490
4,15017,590
4,15018,690
4,15019,690
4,15020,690
4,15021,690
//============================
//----------BUFF----------
//============================
5,23207,1950
5,12445,20
5,12446,20
5,12447,20
5,12448,20
5,12449,20
5,12450,20
5,14538,50
5,12208,50
5,14592,50
5,12210,50
5,12209,90
5,12215,10
5,12216,10
5,12219,10
5,12645,10
5,14530,30
5,14531,30
5,14536,100
5,14537,20
5,14539,30
5,14540,30
//5,23374,30
//5,23375,30
//5,23376,30
//5,23377,30
5,14541,15
5,14542,20
5,14543,15
5,14544,20
5,13585,450
5,13577,450
5,13591,450
5,12903,180
5,12904,180
5,12905,180
5,12906,180
5,12907,180
5,12908,180
5,12900,500
5,13990,500
5,12902,500
5,12901,800
5,13718,900
5,13720,180
5,13713,400
5,13751,700
5,13754,400
5,13757,700
5,17037,300
5,17038,300
5,17039,300
5,17040,300
5,17041,300
5,17042,300
5,17043,300
5,14078,600
5,13745,600
//5,10564,600
//5,10565,600
//5,10566,600
//5,10567,600
//============================
//----------HEAL----------
//============================
6,7621,40
6,14534,10
6,14535,15
6,12922,360
6,13713,400
6,13716,600
6,12903,180
6,12904,180
6,12905,180
6,12906,180
6,12907,180
6,12908,180

//============================
//----------Orther----------
//============================
7,40019,300
7,25464,200
7,12221,50
7,6417,100
7,7620,250
7,7619,250
7,6240,250
7,6241,250
7,6225,250
7,6226,250
7,17184,990
7,14175,450
7,16770,1000
7,14103,890
7,16556,990
7,14167,4200
7,12909,200
7,14166,100
7,13570,450
7,12971,200
7,12972,200
7,12973,200
7,12974,200
7,12975,200
7,12976,200
7,13553,200
7,13721,300
7,13834,100
7,13835,200
7,13815,150
7,13816,150
7,13817,150
7,13818,250
7,13819,250
7,13820,300
7,13821,20
7,13822,30
7,13823,30
7,13824,30
7,12921,2300
7,12920,2300
7,16396,2300
7,16394,2300
7,16261,2300
7,16260,2300
7,14289,990
7,14290,990
7,14036,900
//7,22444,10000
7,14037,150
7,14038,250
//============================
//----------Sale----------
//============================
